className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed,lineRanges
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/validate.js,581,771,129,129,validate.js:dojo.validate.check,False,"[{'startLine': 581, 'endLine': 587}, {'startLine': 589, 'endLine': 588}, {'startLine': 590, 'endLine': 589}, {'startLine': 591, 'endLine': 590}, {'startLine': 597, 'endLine': 596}, {'startLine': 598, 'endLine': 597}, {'startLine': 599, 'endLine': 598}, {'startLine': 605, 'endLine': 771}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/iCalendar.js,11,813,127,127,iCalendar.js:templates/java5_2_tier/src/web-tapestry4/js/dojo/src/iCalendar.js,False,"[{'startLine': 11, 'endLine': 16}, {'startLine': 41, 'endLine': 97}, {'startLine': 104, 'endLine': 104}, {'startLine': 110, 'endLine': 110}, {'startLine': 178, 'endLine': 186}, {'startLine': 198, 'endLine': 207}, {'startLine': 212, 'endLine': 216}, {'startLine': 225, 'endLine': 229}, {'startLine': 231, 'endLine': 230}, {'startLine': 232, 'endLine': 232}, {'startLine': 252, 'endLine': 252}, {'startLine': 270, 'endLine': 270}, {'startLine': 296, 'endLine': 307}, {'startLine': 316, 'endLine': 327}, {'startLine': 335, 'endLine': 355}, {'startLine': 365, 'endLine': 368}, {'startLine': 682, 'endLine': 682}, {'startLine': 686, 'endLine': 698}, {'startLine': 706, 'endLine': 727}, {'startLine': 735, 'endLine': 751}, {'startLine': 759, 'endLine': 773}, {'startLine': 781, 'endLine': 804}, {'startLine': 812, 'endLine': 813}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/validate.js,1,878,127,127,validate.js:templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/validate.js,False,"[{'startLine': 1, 'endLine': 44}, {'startLine': 46, 'endLine': 88}, {'startLine': 90, 'endLine': 89}, {'startLine': 91, 'endLine': 92}, {'startLine': 129, 'endLine': 129}, {'startLine': 141, 'endLine': 141}, {'startLine': 151, 'endLine': 151}, {'startLine': 156, 'endLine': 175}, {'startLine': 177, 'endLine': 194}, {'startLine': 196, 'endLine': 197}, {'startLine': 201, 'endLine': 202}, {'startLine': 206, 'endLine': 208}, {'startLine': 225, 'endLine': 226}, {'startLine': 239, 'endLine': 239}, {'startLine': 244, 'endLine': 244}, {'startLine': 250, 'endLine': 250}, {'startLine': 257, 'endLine': 257}, {'startLine': 282, 'endLine': 282}, {'startLine': 310, 'endLine': 310}, {'startLine': 333, 'endLine': 348}, {'startLine': 353, 'endLine': 359}, {'startLine': 372, 'endLine': 373}, {'startLine': 377, 'endLine': 393}, {'startLine': 397, 'endLine': 403}, {'startLine': 419, 'endLine': 420}, {'startLine': 424, 'endLine': 440}, {'startLine': 444, 'endLine': 450}, {'startLine': 463, 'endLine': 464}, {'startLine': 468, 'endLine': 488}, {'startLine': 492, 'endLine': 498}, {'startLine': 526, 'endLine': 527}, {'startLine': 531, 'endLine': 548}, {'startLine': 552, 'endLine': 558}, {'startLine': 580, 'endLine': 581}, {'startLine': 585, 'endLine': 600}, {'startLine': 604, 'endLine': 610}, {'startLine': 620, 'endLine': 621}, {'startLine': 625, 'endLine': 640}, {'startLine': 644, 'endLine': 650}, {'startLine': 660, 'endLine': 661}, {'startLine': 665, 'endLine': 678}, {'startLine': 682, 'endLine': 688}, {'startLine': 698, 'endLine': 699}, {'startLine': 703, 'endLine': 718}, {'startLine': 722, 'endLine': 728}, {'startLine': 744, 'endLine': 745}, {'startLine': 749, 'endLine': 763}, {'startLine': 767, 'endLine': 773}, {'startLine': 786, 'endLine': 786}, {'startLine': 790, 'endLine': 802}, {'startLine': 804, 'endLine': 810}, {'startLine': 815, 'endLine': 815}, {'startLine': 819, 'endLine': 830}, {'startLine': 832, 'endLine': 838}, {'startLine': 843, 'endLine': 843}, {'startLine': 847, 'endLine': 858}, {'startLine': 860, 'endLine': 866}, {'startLine': 871, 'endLine': 871}, {'startLine': 875, 'endLine': 878}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/event.js,20,149,122,122,event.js:interpolateArgs,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jag/uml/UML2JagGenerator.java,182,324,121,121,UML2JagGenerator.createEntityEJBs(SimpleModel),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/calendar.js,578,708,116,116,calendar.js:Calendar.cellClick,False,"[{'startLine': 578, 'endLine': 617}, {'startLine': 626, 'endLine': 708}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/calendar-setup.js,62,200,113,113,calendar-setup.js:Calendar.setup,False,"[{'startLine': 62, 'endLine': 62}, {'startLine': 64, 'endLine': 104}, {'startLine': 124, 'endLine': 200}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jag/util/Tools.java,40,151,112,112,$block1,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/FloatingPane.js,107,257,110,110,FloatingPane.js:fillInTemplate,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jag/util/VelocityTemplateEngine.java,158,273,107,107,"VelocityTemplateEngine.createOutputFiles(String,String)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/calendar.js,1081,1193,106,106,calendar.js:Calendar._init,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jaggenerator/modules/Paths.java,278,417,105,105,Paths.initComponents(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jag/JApplicationGen.java,95,208,102,102,JApplicationGen.main(String[]),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/lang/array.js,11,142,100,100,array.js:templates/java5_2_tier/src/web-tapestry4/js/dojo/src/lang/array.js,False,"[{'startLine': 11, 'endLine': 20}, {'startLine': 36, 'endLine': 142}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/RichText.js,11,1042,99,99,RichText.js:templates/java5_2_tier/src/web-tapestry4/js/dojo/src/widget/RichText.js,False,"[{'startLine': 11, 'endLine': 27}, {'startLine': 32, 'endLine': 64}, {'startLine': 81, 'endLine': 87}, {'startLine': 191, 'endLine': 192}, {'startLine': 274, 'endLine': 275}, {'startLine': 302, 'endLine': 305}, {'startLine': 364, 'endLine': 365}, {'startLine': 371, 'endLine': 372}, {'startLine': 375, 'endLine': 376}, {'startLine': 420, 'endLine': 425}, {'startLine': 450, 'endLine': 450}, {'startLine': 452, 'endLine': 452}, {'startLine': 454, 'endLine': 453}, {'startLine': 455, 'endLine': 455}, {'startLine': 460, 'endLine': 460}, {'startLine': 468, 'endLine': 470}, {'startLine': 472, 'endLine': 582}, {'startLine': 602, 'endLine': 610}, {'startLine': 669, 'endLine': 675}, {'startLine': 765, 'endLine': 765}, {'startLine': 787, 'endLine': 787}, {'startLine': 801, 'endLine': 801}, {'startLine': 821, 'endLine': 825}, {'startLine': 835, 'endLine': 835}, {'startLine': 861, 'endLine': 861}, {'startLine': 887, 'endLine': 890}, {'startLine': 923, 'endLine': 926}, {'startLine': 931, 'endLine': 931}, {'startLine': 943, 'endLine': 951}, {'startLine': 1002, 'endLine': 1002}, {'startLine': 1012, 'endLine': 1013}, {'startLine': 1018, 'endLine': 1019}, {'startLine': 1031, 'endLine': 1031}, {'startLine': 1041, 'endLine': 1042}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/calendar.js,963,1076,98,98,calendar.js:Calendar._keyEvent,False,"[{'startLine': 963, 'endLine': 1001}, {'startLine': 1009, 'endLine': 1008}, {'startLine': 1014, 'endLine': 1013}, {'startLine': 1019, 'endLine': 1076}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-tapestry4/js/dojo/src/graphics/Colorspace.js,28,129,98,98,Colorspace.js:dojo.graphics.Colorspace,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jaggenerator/modules/RelationPanel.java,226,340,95,95,RelationPanel.initComponents(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/finalist/jaggenerator/modules/Entity.java,74,169,92,92,Entity.$constructor(Element),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/lang/calendar-he-utf8.js,13,123,90,90,calendar-he-utf8.js:templates/java5_2_tier/src/web-struts/inc/jscalendar-1.0/lang/calendar-he-utf8.js,False,
