className,severity,filename,startLine,endLine,weight,guidelineWeight,name,isSnoozed,lineRanges
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/plugin/InsertPage.java,72,210,104,104,"InsertPage.execute(WikiContext,Map)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/plugin/RecentChangesPlugin.java,79,234,102,102,"RecentChangesPlugin.execute(WikiContext,Map)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/parser/JSPWikiMarkupParser.java,506,646,100,100,"JSPWikiMarkupParser.makeLink(int,String,String,String,Iterator)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/plugin/WeblogPlugin.java,155,293,100,100,"WeblogPlugin.execute(WikiContext,Map)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/prettify.js,769,891,100,100,prettify.js:PR_splitNonStringNonCommentToken,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/auth/SecurityVerifier.java,179,298,99,99,SecurityVerifier.policyRoleTable(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/jspwiki-edit.js,37,154,98,98,jspwiki-edit.js:getSnippets,False,"[{'startLine': 37, 'endLine': 137}, {'startLine': 151, 'endLine': 154}]"
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/search/LuceneSearchProvider.java,170,287,96,96,LuceneSearchProvider.doFullLuceneReindex(),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/auth/UserManager.java,283,405,95,95,"UserManager.setUserProfile(WikiSession,UserProfile)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/webdocs/scripts/prettify.js,1021,1131,94,94,prettify.js:PR_splitSourceNodes,False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/attachment/AttachmentServlet.java,565,702,93,93,AttachmentServlet.upload(HttpServletRequest),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/parser/JSPWikiMarkupParser.java,2556,2687,93,93,JSPWikiMarkupParser.fillBuffer(Element),False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/search/LuceneSearchProvider.java,572,683,91,91,"LuceneSearchProvider.findPages(String,int)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/providers/RCSFileProvider.java,130,253,89,89,"RCSFileProvider.getPageInfo(String,int)",False,
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidate,VERY_HIGH,src/com/ecyrd/jspwiki/auth/user/JDBCUserDatabase.java,817,917,88,88,"JDBCUserDatabase.findByPreparedStatement(String,Object)",False,
